"","H1.Bulk.28.FD.mapped.bam","H1.Bulk.29.mapped.bam","H1.Bulk.30.mapped.bam","H1.Bulk.Litter.4.mapped.bam","H1.Bulk.Litter.5.mapped.bam","H1.Bulk.Litter.6.mapped.bam","H1.Rhizo.25.mapped.bam","H1.Rhizo.26.FD.mapped.bam","H1.Rhizo.27.mapped.bam","H1.Rhizo.Litter.1.mapped.bam","H1.Rhizo.Litter.2.mapped.bam","H1.Rhizo.Litter.3.mapped.bam","H2.Bulk.34.mapped.bam","H2.Bulk.35.mapped.bam","H2.Bulk.36.mapped.bam","H2.Bulk.Litter.10.mapped.bam","H2.Bulk.Litter.11.mapped.bam","H2.Bulk.Litter.12.mapped.bam","H2.Bulk.Litter.50.mapped.bam","H2.Rhizo.31.mapped.bam","H2.Rhizo.32.mapped.bam","H2.Rhizo.33.mapped.bam","H2.Rhizo.Litter.49.mapped.bam","H2.Rhizo.Litter.7.mapped.bam","H2.Rhizo.Litter.8.mapped.bam","H2.Rhizo.Litter.9.mapped.bam","H3.Bulk.40.mapped.bam","H3.Bulk.41.mapped.bam","H3.Bulk.42.mapped.bam","H3.Bulk.Litter.16.mapped.bam","H3.Bulk.Litter.17.mapped.bam","H3.Rhizo.37.mapped.bam","H3.Rhizo.39.mapped.bam","H3.Rhizo.Litter.13.mapped.bam","H3.Rhizo.Litter.14.mapped.bam","H3.Rhizo.Litter.15.mapped.bam","H4.Bulk.46.mapped.bam","H4.Bulk.47.mapped.bam","H4.Bulk.48.mapped.bam","H4.Bulk.Litter.22.mapped.bam","H4.Bulk.Litter.23.mapped.bam","H4.Bulk.Litter.24.mapped.bam","H4.Rhizo.43.mapped.bam","H4.Rhizo.44.mapped.bam","H4.Rhizo.45.mapped.bam","H4.Rhizo.Litter.19.mapped.bam","H4.Rhizo.Litter.20.mapped.bam","H4.Rhizo.Litter.21.mapped.bam"
"H1_Bulk_29_scaffold_10845_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_10884_1",4,9,3,3,4,0,6,4,7,1,3,2,6,5,11,3,3,1,4,7,3,4,3,1,4,2,1,1,2,1,3,4,0,2,7,3,0,1,0,0,0,0,0,0,0,0,0,3
"H1_Bulk_29_scaffold_10884_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_10884_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_10918_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_10918_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_10924_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_10996_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_11373_1",8,11,3,1,8,3,7,1,10,2,8,6,8,3,5,8,4,1,1,5,1,6,8,5,3,0,5,5,1,3,3,2,0,5,1,6,0,0,0,0,0,1,0,0,0,0,0,7
"H1_Bulk_29_scaffold_11373_2",8,7,10,3,5,6,7,1,4,1,4,5,2,5,3,5,5,0,5,0,4,7,4,4,3,0,1,2,1,2,1,3,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,2
"H1_Bulk_29_scaffold_11373_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_1149_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_1154_1",10,14,14,11,10,2,5,4,10,3,12,8,5,5,16,7,3,3,8,10,5,4,21,7,4,0,2,2,5,4,5,7,0,1,4,7,13,16,16,6,2,14,13,22,17,7,5,7
"H1_Bulk_29_scaffold_1154_2",5,4,4,2,2,0,1,2,4,2,7,1,1,2,7,4,5,0,2,7,4,2,5,1,0,0,4,1,2,0,2,1,0,3,2,2,2,8,11,4,2,6,8,8,9,4,3,1
"H1_Bulk_29_scaffold_11600_2",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1,2,1,0,1,0,2
"H1_Bulk_29_scaffold_11675_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_11871_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_1188_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_1188_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_1188_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_1188_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_12259_2",0,10,4,0,4,0,2,2,3,1,6,2,5,2,1,1,0,0,3,2,3,0,3,7,1,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_12393_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_12425_1",6,12,6,8,7,0,7,7,12,3,11,7,6,8,8,2,6,1,8,3,3,4,7,2,6,1,5,3,4,4,4,7,0,5,8,2,21,6,5,9,12,4,1,1,7,5,5,5
"H1_Bulk_29_scaffold_12586_2",10,10,25,2,10,1,6,10,27,3,4,3,3,7,12,3,3,2,1,11,14,15,28,9,2,1,5,7,4,7,6,1,0,5,5,4,18,37,40,16,14,35,31,21,19,18,9,16
"H1_Bulk_29_scaffold_1261_2",7,10,8,2,7,3,16,5,10,0,9,5,8,6,13,1,2,7,3,11,15,15,18,9,4,0,17,6,16,5,9,9,0,3,8,6,10,4,3,14,5,8,7,8,12,13,6,6
"H1_Bulk_29_scaffold_1261_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_1261_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_1261_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_12639_2",0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_12760_1",10,9,3,8,8,3,20,8,8,6,6,10,9,8,16,4,17,11,9,3,12,10,12,8,6,0,15,20,11,4,5,5,0,8,10,4,6,6,4,2,7,6,2,2,8,4,1,7
"H1_Bulk_29_scaffold_12760_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_12760_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_12946_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_1307_1",9,10,15,7,6,7,12,13,21,11,19,17,12,9,4,7,8,4,9,23,16,12,25,14,4,1,22,10,15,16,8,6,0,6,5,14,23,41,30,17,9,21,25,20,40,12,11,17
"H1_Bulk_29_scaffold_1307_2",1,4,5,2,2,0,5,8,10,5,7,0,2,6,4,2,0,2,1,7,9,2,10,3,4,0,12,2,6,8,2,1,0,3,0,2,6,7,2,7,2,14,13,5,5,3,0,5
"H1_Bulk_29_scaffold_1307_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_1308_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_13143_2",27,16,25,11,23,8,16,23,19,8,12,12,17,34,28,9,9,11,12,5,11,12,21,4,3,0,11,14,8,11,3,8,0,7,10,5,31,35,53,23,32,39,15,26,43,14,14,29
"H1_Bulk_29_scaffold_13160_2",1,22,1,0,1,2,4,3,1,3,0,2,0,1,11,4,0,0,1,2,2,3,2,3,1,0,2,1,0,3,1,1,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1
"H1_Bulk_29_scaffold_13193_1",2,4,0,0,2,0,1,2,0,1,0,4,1,0,0,0,0,1,0,1,2,1,1,0,0,1,1,3,1,0,3,2,0,1,3,1,0,0,2,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_13193_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_13224_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_13224_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_13276_2",0,1,1,0,0,1,1,0,2,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_13276_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_1349_2",7,17,13,6,10,3,10,10,21,4,8,6,3,5,5,2,3,4,4,20,26,11,28,11,4,0,16,8,8,11,9,3,0,1,15,3,25,22,35,20,8,18,20,20,16,23,18,12
"H1_Bulk_29_scaffold_1349_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_1349_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_1349_7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_13619_1",14,12,8,5,11,4,12,9,10,6,16,5,12,12,26,5,7,9,5,10,12,8,21,4,7,0,18,10,10,16,5,17,1,2,8,5,9,9,11,15,3,16,10,4,11,5,11,8
"H1_Bulk_29_scaffold_13619_2",0,2,1,0,1,0,2,2,0,0,2,0,1,1,1,0,0,0,0,2,1,0,2,0,1,0,3,0,0,0,3,0,0,0,0,0,0,1,2,1,0,1,1,0,1,2,1,0
"H1_Bulk_29_scaffold_13619_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_13834_1",29,47,39,8,22,6,17,23,43,12,22,13,25,20,13,9,10,10,10,19,24,12,38,14,4,3,27,26,24,18,21,7,65,3,26,9,45,45,74,48,29,54,35,26,45,46,23,27
"H1_Bulk_29_scaffold_13834_2",9,19,25,8,17,8,32,17,27,4,16,9,9,8,8,21,13,6,7,21,14,12,38,17,7,0,14,18,8,10,22,8,0,7,3,5,22,29,46,26,14,24,32,22,29,9,17,29
"H1_Bulk_29_scaffold_13839_2",8,5,6,1,6,6,5,5,7,1,15,3,5,3,3,15,1,2,6,5,5,6,5,5,4,0,2,5,1,5,1,0,0,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0
"H1_Bulk_29_scaffold_13839_3",10,13,5,4,7,4,8,6,3,0,7,7,5,4,11,11,3,0,4,3,8,6,7,4,2,0,2,2,1,3,7,1,0,2,3,1,0,0,0,0,0,0,0,1,1,0,0,3
"H1_Bulk_29_scaffold_13849_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_13855_2",9,14,10,5,9,7,14,13,13,5,20,7,9,10,2,5,11,3,8,9,10,20,13,5,9,3,7,7,10,15,11,4,0,6,13,9,0,0,0,0,0,0,0,1,1,0,0,4
"H1_Bulk_29_scaffold_13900_1",1,5,4,3,4,0,2,2,3,0,5,7,2,0,0,3,3,1,2,6,3,3,1,2,3,0,3,4,2,1,4,1,0,5,2,1,0,1,2,1,0,0,0,0,0,0,1,0
"H1_Bulk_29_scaffold_13900_2",2,3,0,1,3,1,1,3,0,0,1,3,1,3,2,2,2,0,1,1,2,2,6,0,2,0,4,1,2,0,2,3,0,3,5,1,2,0,0,2,1,1,1,2,5,1,0,0
"H1_Bulk_29_scaffold_13963_2",2,3,1,0,6,0,3,5,0,0,1,0,5,2,7,2,5,1,1,3,1,2,2,2,0,1,5,5,1,3,4,1,0,1,1,0,2,6,4,2,4,2,5,4,5,1,1,1
"H1_Bulk_29_scaffold_13963_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_14062_1",37,34,27,17,25,6,17,28,24,7,19,12,37,17,25,10,12,39,14,20,14,18,11,7,8,0,21,23,24,25,24,3,0,6,44,13,16,8,4,2,3,5,6,5,3,2,2,5
"H1_Bulk_29_scaffold_14124_1",20,15,37,4,12,10,14,16,39,6,25,11,18,38,3,7,13,20,30,26,12,25,13,9,5,2,15,16,17,29,17,9,0,7,32,15,41,28,17,39,29,26,11,8,16,11,13,11
"H1_Bulk_29_scaffold_14147_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_14176_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_14247_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_14248_1",12,38,13,4,6,7,5,4,5,1,9,1,14,19,15,2,10,4,12,1,5,6,10,1,3,0,5,7,7,2,11,6,0,9,7,6,44,13,31,7,12,21,17,13,13,5,5,6
"H1_Bulk_29_scaffold_14319_1",18,24,17,27,22,27,35,30,20,27,5,24,20,23,11,26,30,21,22,45,34,31,64,26,25,2,17,19,14,24,26,28,0,17,33,19,29,11,23,52,31,32,36,50,62,45,30,35
"H1_Bulk_29_scaffold_14319_2",18,20,13,19,24,20,38,27,23,29,19,23,37,22,10,17,29,30,23,60,22,36,84,36,23,2,21,20,30,30,18,24,0,27,29,13,31,10,18,37,26,38,49,45,55,46,19,27
"H1_Bulk_29_scaffold_14392_1",16,23,18,10,12,4,15,23,19,9,11,11,16,7,11,8,12,14,5,14,14,7,18,4,11,2,22,16,8,7,9,11,0,4,11,7,7,17,16,25,11,10,12,8,23,13,7,13
"H1_Bulk_29_scaffold_14459_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_14580_3",9,8,11,1,8,3,9,4,10,2,5,4,6,3,5,1,2,1,3,4,3,4,10,5,4,0,10,1,5,3,3,4,0,3,0,3,8,3,7,5,2,6,4,1,7,1,2,2
"H1_Bulk_29_scaffold_14781_1",18,24,13,7,9,10,9,22,11,7,11,4,13,19,11,19,10,2,20,17,18,11,39,13,10,2,13,20,15,7,7,7,1,3,17,6,23,10,11,7,8,15,4,8,8,14,8,11
"H1_Bulk_29_scaffold_14794_2",11,19,14,12,16,7,13,14,6,4,17,9,10,12,10,8,7,5,3,7,7,9,17,17,4,0,3,8,2,5,4,2,0,2,8,2,1,0,0,0,0,0,0,1,5,1,0,5
"H1_Bulk_29_scaffold_14794_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_14832_1",20,18,13,5,11,2,26,14,7,6,26,9,27,7,10,5,10,9,4,14,19,13,10,4,9,4,14,18,6,7,11,3,0,10,16,8,2,4,4,1,5,1,5,4,9,2,1,1
"H1_Bulk_29_scaffold_14832_2",8,14,7,11,5,10,18,12,14,7,9,9,15,2,8,7,10,3,2,9,10,9,15,6,4,0,21,21,10,10,13,7,0,3,11,3,3,6,3,5,0,4,5,4,8,1,3,5
"H1_Bulk_29_scaffold_1487_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_1487_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_1487_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_14980_1",41,29,19,11,15,22,45,32,32,18,27,23,28,31,12,19,28,24,27,52,73,54,59,29,29,4,24,48,35,22,23,43,0,25,46,22,83,52,44,36,40,37,61,46,53,41,26,20
"H1_Bulk_29_scaffold_15045_2",18,18,6,6,6,3,5,5,6,4,2,5,7,9,1,2,14,6,1,2,4,5,5,1,4,0,0,3,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_15045_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_15122_1",9,8,7,3,3,4,5,6,3,2,0,3,6,5,4,3,3,6,0,7,8,11,4,4,2,0,8,8,6,3,11,3,0,2,8,4,8,7,4,5,1,7,5,4,8,6,3,5
"H1_Bulk_29_scaffold_15170_2",9,6,2,2,1,1,10,8,3,2,6,2,7,0,0,2,1,0,0,3,6,5,6,1,0,0,3,2,0,2,2,0,0,2,2,1,2,2,4,1,2,3,2,1,2,0,2,2
"H1_Bulk_29_scaffold_15170_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_15216_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_15275_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_15315_1",13,9,9,3,8,2,6,6,13,1,11,4,5,3,4,2,8,5,2,5,5,11,11,6,0,1,3,5,0,2,5,6,0,3,7,5,1,2,3,0,1,3,3,0,3,0,2,2
"H1_Bulk_29_scaffold_15530_1",4,5,3,0,1,1,1,0,0,0,1,0,5,1,0,2,2,1,3,3,0,1,3,1,2,0,2,3,2,0,3,0,0,0,2,2,7,5,2,0,2,3,2,0,2,0,1,1
"H1_Bulk_29_scaffold_15642_1",9,9,3,1,4,0,2,3,4,3,2,5,4,4,3,3,10,5,1,3,4,3,10,6,4,0,12,6,2,2,8,2,0,1,3,0,3,2,0,2,2,2,1,2,2,1,1,1
"H1_Bulk_29_scaffold_15642_3",3,7,2,0,3,2,6,5,3,2,2,5,7,6,1,3,3,4,0,2,3,4,9,2,1,1,7,5,0,4,1,1,0,0,3,3,4,1,1,2,0,1,4,1,1,1,0,0
"H1_Bulk_29_scaffold_157_2",153,180,194,78,108,60,135,151,187,53,118,93,117,108,170,75,118,62,54,112,151,117,246,71,91,5,205,163,137,102,153,62,0,44,108,83,213,352,350,430,132,347,216,170,212,234,118,239
"H1_Bulk_29_scaffold_15804_1",24,30,13,11,11,8,17,16,12,7,18,7,12,16,8,11,23,9,18,12,20,9,15,12,9,0,13,26,15,8,16,4,0,9,10,10,11,9,5,4,5,12,7,8,10,6,6,8
"H1_Bulk_29_scaffold_15882_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_15882_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_15963_2",12,44,24,3,19,9,11,40,32,6,28,13,21,14,19,11,8,8,9,34,41,22,50,13,17,0,21,26,14,12,8,11,0,5,13,6,23,37,48,26,15,25,34,32,29,25,19,12
"H1_Bulk_29_scaffold_15963_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_15998_1",146,126,82,67,99,82,127,94,91,44,116,90,119,72,75,79,63,59,53,88,65,96,183,71,58,11,92,111,102,70,138,27,0,50,92,49,92,52,56,22,21,57,91,58,128,31,37,45
"H1_Bulk_29_scaffold_16093_1",20,29,16,19,18,24,31,28,30,22,19,25,15,8,31,11,21,15,12,12,20,33,59,11,11,1,21,21,8,13,11,20,121,9,9,10,20,12,11,19,10,15,102,49,57,19,32,19
"H1_Bulk_29_scaffold_16119_1",4,6,1,2,3,0,2,2,4,0,5,2,2,0,0,1,0,1,1,3,1,2,3,1,1,0,2,1,0,1,1,2,0,0,4,0,2,2,2,0,1,1,2,0,3,1,0,0
"H1_Bulk_29_scaffold_16190_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_16205_1",39,35,13,21,21,14,30,29,26,12,22,21,18,29,9,15,24,17,20,25,35,30,25,22,17,2,17,48,15,27,18,10,1,21,19,17,17,20,14,8,8,11,21,9,23,6,9,13
"H1_Bulk_29_scaffold_1635_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_1635_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1_Bulk_29_scaffold_16361_2",7,15,9,7,6,0,4,10,23,1,8,3,4,6,4,1,1,1,3,6,12,3,12,2,1,1,12,13,3,4,8,8,0,3,4,1,30,27,29,20,15,32,19,17,9,9,7,27
"H1_Bulk_29_scaffold_1650_1",9,8,9,22,5,5,24,10,16,11,6,7,3,2,5,1,4,1,2,5,9,2,24,3,5,0,2,5,1,3,7,3,0,51,3,7,0,4,1,5,3,2,1,3,6,4,1,2
"H1_Bulk_29_scaffold_1650_2",0,5,2,5,4,2,7,1,2,0,3,1,0,0,0,2,0,1,0,2,0,1,5,2,2,2,0,3,0,2,0,0,0,13,0,2,1,0,2,1,2,0,0,1,0,0,0,0
"H1_Bulk_29_scaffold_1650_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
